game_id,model,language,risk_probability,persona_set,persona_seats,memory_mode,framing,group_total,target,target_reached,catastrophe,mean_payoff,rep,seed
crsd_milinski_high_risk__xai-grok-4.20-0309-non-reasoning__vn__rep9,xai-grok-4.20-0309-non-reasoning,vn,0.9,personas_default,NNNNNN,full_history,0,240.0,120.0,1,0,0.0,9,12354
crsd_milinski_medium_risk__xai-grok-4.20-0309-non-reasoning__en__rep0,xai-grok-4.20-0309-non-reasoning,en,0.5,personas_default,NNNNNN,full_history,0,218.0,120.0,1,0,3.6666666666666665,0,12345
crsd_milinski_medium_risk__xai-grok-4.20-0309-non-reasoning__en__rep1,xai-grok-4.20-0309-non-reasoning,en,0.5,personas_default,NNNNNN,full_history,0,220.0,120.0,1,0,3.3333333333333335,1,12346
crsd_milinski_medium_risk__xai-grok-4.20-0309-non-reasoning__en__rep2,xai-grok-4.20-0309-non-reasoning,en,0.5,personas_default,NNNNNN,full_history,0,214.0,120.0,1,0,4.333333333333333,2,12347
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__en__rep0,xai-grok-4.20-0309-non-reasoning,en,0.1,personas_default,NNNNNN,full_history,0,232.0,120.0,1,0,1.3333333333333333,0,12345
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__en__rep1,xai-grok-4.20-0309-non-reasoning,en,0.1,personas_default,NNNNNN,full_history,0,186.0,120.0,1,0,9.0,1,12346
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__en__rep2,xai-grok-4.20-0309-non-reasoning,en,0.1,personas_default,NNNNNN,full_history,0,204.0,120.0,1,0,6.0,2,12347
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__en__rep3,xai-grok-4.20-0309-non-reasoning,en,0.1,personas_default,NNNNNN,full_history,0,144.0,120.0,1,0,16.0,3,12348
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__en__rep4,xai-grok-4.20-0309-non-reasoning,en,0.1,personas_default,NNNNNN,full_history,0,150.0,120.0,1,0,15.0,4,12349
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__en__rep5,xai-grok-4.20-0309-non-reasoning,en,0.1,personas_default,NNNNNN,full_history,0,190.0,120.0,1,0,8.333333333333334,5,12350
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__en__rep6,xai-grok-4.20-0309-non-reasoning,en,0.1,personas_default,NNNNNN,full_history,0,220.0,120.0,1,0,3.3333333333333335,6,12351
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__en__rep7,xai-grok-4.20-0309-non-reasoning,en,0.1,personas_default,NNNNNN,full_history,0,184.0,120.0,1,0,9.333333333333334,7,12352
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__en__rep8,xai-grok-4.20-0309-non-reasoning,en,0.1,personas_default,NNNNNN,full_history,0,224.0,120.0,1,0,2.6666666666666665,8,12353
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__en__rep9,xai-grok-4.20-0309-non-reasoning,en,0.1,personas_default,NNNNNN,full_history,0,238.0,120.0,1,0,0.3333333333333333,9,12354
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__vn__rep0,xai-grok-4.20-0309-non-reasoning,vn,0.1,personas_default,NNNNNN,full_history,0,240.0,120.0,1,0,0.0,0,12345
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__vn__rep1,xai-grok-4.20-0309-non-reasoning,vn,0.1,personas_default,NNNNNN,full_history,0,240.0,120.0,1,0,0.0,1,12346
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__vn__rep2,xai-grok-4.20-0309-non-reasoning,vn,0.1,personas_default,NNNNNN,full_history,0,240.0,120.0,1,0,0.0,2,12347
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__vn__rep3,xai-grok-4.20-0309-non-reasoning,vn,0.1,personas_default,NNNNNN,full_history,0,236.0,120.0,1,0,0.6666666666666666,3,12348
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__vn__rep4,xai-grok-4.20-0309-non-reasoning,vn,0.1,personas_default,NNNNNN,full_history,0,240.0,120.0,1,0,0.0,4,12349
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__vn__rep5,xai-grok-4.20-0309-non-reasoning,vn,0.1,personas_default,NNNNNN,full_history,0,238.0,120.0,1,0,0.3333333333333333,5,12350
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__vn__rep6,xai-grok-4.20-0309-non-reasoning,vn,0.1,personas_default,NNNNNN,full_history,0,240.0,120.0,1,0,0.0,6,12351
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__vn__rep7,xai-grok-4.20-0309-non-reasoning,vn,0.1,personas_default,NNNNNN,full_history,0,240.0,120.0,1,0,0.0,7,12352
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__vn__rep8,xai-grok-4.20-0309-non-reasoning,vn,0.1,personas_default,NNNNNN,full_history,0,240.0,120.0,1,0,0.0,8,12353
crsd_milinski_low_risk__xai-grok-4.20-0309-non-reasoning__vn__rep9,xai-grok-4.20-0309-non-reasoning,vn,0.1,personas_default,NNNNNN,full_history,0,240.0,120.0,1,0,0.0,9,12354
