game_id,experiment,llm_model,player,n_rounds,state_action,contributions,language,risk_probability,persona_set,memory_mode,framing,disposition,rep
crsd_milinski_high_risk__gemma2-9b-it__en__rep2,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,2
crsd_milinski_high_risk__gemma2-9b-it__en__rep3,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,3
crsd_milinski_high_risk__gemma2-9b-it__en__rep3,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,3
crsd_milinski_high_risk__gemma2-9b-it__en__rep3,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,3
crsd_milinski_high_risk__gemma2-9b-it__en__rep3,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,3
crsd_milinski_high_risk__gemma2-9b-it__en__rep3,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,3
crsd_milinski_high_risk__gemma2-9b-it__en__rep3,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,3
crsd_milinski_high_risk__gemma2-9b-it__en__rep4,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,4
crsd_milinski_high_risk__gemma2-9b-it__en__rep4,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,4
crsd_milinski_high_risk__gemma2-9b-it__en__rep4,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,4
crsd_milinski_high_risk__gemma2-9b-it__en__rep4,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,4
crsd_milinski_high_risk__gemma2-9b-it__en__rep4,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,4
crsd_milinski_high_risk__gemma2-9b-it__en__rep4,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,4
crsd_milinski_high_risk__gemma2-9b-it__en__rep5,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,5
crsd_milinski_high_risk__gemma2-9b-it__en__rep5,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,5
crsd_milinski_high_risk__gemma2-9b-it__en__rep5,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,5
crsd_milinski_high_risk__gemma2-9b-it__en__rep5,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,5
crsd_milinski_high_risk__gemma2-9b-it__en__rep5,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,5
crsd_milinski_high_risk__gemma2-9b-it__en__rep5,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,5
crsd_milinski_high_risk__gemma2-9b-it__en__rep6,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,6
crsd_milinski_high_risk__gemma2-9b-it__en__rep6,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,6
crsd_milinski_high_risk__gemma2-9b-it__en__rep6,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,6
crsd_milinski_high_risk__gemma2-9b-it__en__rep6,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,6
crsd_milinski_high_risk__gemma2-9b-it__en__rep6,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,6
crsd_milinski_high_risk__gemma2-9b-it__en__rep6,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,6
crsd_milinski_high_risk__gemma2-9b-it__en__rep7,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,7
crsd_milinski_high_risk__gemma2-9b-it__en__rep7,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,7
crsd_milinski_high_risk__gemma2-9b-it__en__rep7,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,7
crsd_milinski_high_risk__gemma2-9b-it__en__rep7,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,7
crsd_milinski_high_risk__gemma2-9b-it__en__rep7,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,7
crsd_milinski_high_risk__gemma2-9b-it__en__rep7,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,7
crsd_milinski_high_risk__gemma2-9b-it__en__rep8,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,8
crsd_milinski_high_risk__gemma2-9b-it__en__rep8,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,8
crsd_milinski_high_risk__gemma2-9b-it__en__rep8,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,8
crsd_milinski_high_risk__gemma2-9b-it__en__rep8,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,8
crsd_milinski_high_risk__gemma2-9b-it__en__rep8,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,8
crsd_milinski_high_risk__gemma2-9b-it__en__rep8,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,8
crsd_milinski_high_risk__gemma2-9b-it__en__rep9,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,9
crsd_milinski_high_risk__gemma2-9b-it__en__rep9,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,9
crsd_milinski_high_risk__gemma2-9b-it__en__rep9,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,9
crsd_milinski_high_risk__gemma2-9b-it__en__rep9,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,9
crsd_milinski_high_risk__gemma2-9b-it__en__rep9,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,9
crsd_milinski_high_risk__gemma2-9b-it__en__rep9,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,en,0.9,personas_default,full_history,False,neutral,9
crsd_milinski_high_risk__gemma2-9b-it__vn__rep0,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,0
crsd_milinski_high_risk__gemma2-9b-it__vn__rep0,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,0
crsd_milinski_high_risk__gemma2-9b-it__vn__rep0,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,0
crsd_milinski_high_risk__gemma2-9b-it__vn__rep0,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,0
crsd_milinski_high_risk__gemma2-9b-it__vn__rep0,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,0
crsd_milinski_high_risk__gemma2-9b-it__vn__rep0,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,0
crsd_milinski_high_risk__gemma2-9b-it__vn__rep1,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,1
crsd_milinski_high_risk__gemma2-9b-it__vn__rep1,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,1
crsd_milinski_high_risk__gemma2-9b-it__vn__rep1,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,1
crsd_milinski_high_risk__gemma2-9b-it__vn__rep1,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,1
crsd_milinski_high_risk__gemma2-9b-it__vn__rep1,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,1
crsd_milinski_high_risk__gemma2-9b-it__vn__rep1,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,1
crsd_milinski_high_risk__gemma2-9b-it__vn__rep2,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,2
crsd_milinski_high_risk__gemma2-9b-it__vn__rep2,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,2
crsd_milinski_high_risk__gemma2-9b-it__vn__rep2,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,2
crsd_milinski_high_risk__gemma2-9b-it__vn__rep2,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,2
crsd_milinski_high_risk__gemma2-9b-it__vn__rep2,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,2
crsd_milinski_high_risk__gemma2-9b-it__vn__rep2,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,2
crsd_milinski_high_risk__gemma2-9b-it__vn__rep3,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,3
crsd_milinski_high_risk__gemma2-9b-it__vn__rep3,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,3
crsd_milinski_high_risk__gemma2-9b-it__vn__rep3,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,3
crsd_milinski_high_risk__gemma2-9b-it__vn__rep3,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,vn,0.9,personas_default,full_history,False,neutral,3
crsd_milinski_high_risk__gemma2-9b-it__vn__rep3,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,vn,0.9,personas_default,full_history,False,neutral,3
crsd_milinski_high_risk__gemma2-9b-it__vn__rep3,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,3
crsd_milinski_high_risk__gemma2-9b-it__vn__rep4,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,4
crsd_milinski_high_risk__gemma2-9b-it__vn__rep4,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 64 62 64,2 2 2 2 2 2 2 4 2 4,vn,0.9,personas_default,full_history,False,neutral,4
crsd_milinski_high_risk__gemma2-9b-it__vn__rep4,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 64 64 64,2 2 2 2 2 2 2 4 4 4,vn,0.9,personas_default,full_history,False,neutral,4
crsd_milinski_high_risk__gemma2-9b-it__vn__rep4,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,4
crsd_milinski_high_risk__gemma2-9b-it__vn__rep4,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 64 64 64 64 64,2 2 2 2 2 4 4 4 4 4,vn,0.9,personas_default,full_history,False,neutral,4
crsd_milinski_high_risk__gemma2-9b-it__vn__rep4,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 64 64 64 64,2 2 2 2 2 2 4 4 4 4,vn,0.9,personas_default,full_history,False,neutral,4
crsd_milinski_high_risk__gemma2-9b-it__vn__rep5,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 64 64 64,2 2 2 2 2 2 2 4 4 4,vn,0.9,personas_default,full_history,False,neutral,5
crsd_milinski_high_risk__gemma2-9b-it__vn__rep5,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,5
crsd_milinski_high_risk__gemma2-9b-it__vn__rep5,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,5
crsd_milinski_high_risk__gemma2-9b-it__vn__rep5,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,5
crsd_milinski_high_risk__gemma2-9b-it__vn__rep5,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,5
crsd_milinski_high_risk__gemma2-9b-it__vn__rep5,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,5
crsd_milinski_high_risk__gemma2-9b-it__vn__rep6,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,6
crsd_milinski_high_risk__gemma2-9b-it__vn__rep6,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,vn,0.9,personas_default,full_history,False,neutral,6
crsd_milinski_high_risk__gemma2-9b-it__vn__rep6,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 62 62 62,2 2 2 2 2 2 2 2 2 2,vn,0.9,personas_default,full_history,False,neutral,6
crsd_milinski_high_risk__gemma2-9b-it__vn__rep6,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,6
crsd_milinski_high_risk__gemma2-9b-it__vn__rep6,baseline,gemma2-9b-it,Player_5,10,E2 64 62 62 62 62 62 62 64 64,2 4 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,6
crsd_milinski_high_risk__gemma2-9b-it__vn__rep6,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,6
crsd_milinski_high_risk__gemma2-9b-it__vn__rep7,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 64 64 64 64 62,2 2 2 2 2 4 4 4 4 2,vn,0.9,personas_default,full_history,False,neutral,7
crsd_milinski_high_risk__gemma2-9b-it__vn__rep7,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 64 64 64 64 62,2 2 2 2 2 4 4 4 4 2,vn,0.9,personas_default,full_history,False,neutral,7
crsd_milinski_high_risk__gemma2-9b-it__vn__rep7,baseline,gemma2-9b-it,Player_3,10,E2 62 64 62 64 62 64 64 64 64,2 2 4 2 4 2 4 4 4 4,vn,0.9,personas_default,full_history,False,neutral,7
crsd_milinski_high_risk__gemma2-9b-it__vn__rep7,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 64 62 64 64 64,2 2 2 2 2 4 2 4 4 4,vn,0.9,personas_default,full_history,False,neutral,7
crsd_milinski_high_risk__gemma2-9b-it__vn__rep7,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 64 64 64 64 64 64,2 2 2 2 4 4 4 4 4 4,vn,0.9,personas_default,full_history,False,neutral,7
crsd_milinski_high_risk__gemma2-9b-it__vn__rep7,baseline,gemma2-9b-it,Player_6,10,E2 62 62 64 64 64 64 64 64 64,2 2 2 4 4 4 4 4 4 4,vn,0.9,personas_default,full_history,False,neutral,7
crsd_milinski_high_risk__gemma2-9b-it__vn__rep8,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 64 64 64,2 2 2 2 2 2 2 4 4 4,vn,0.9,personas_default,full_history,False,neutral,8
crsd_milinski_high_risk__gemma2-9b-it__vn__rep8,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 64 64 64 64,2 2 2 2 2 2 4 4 4 4,vn,0.9,personas_default,full_history,False,neutral,8
crsd_milinski_high_risk__gemma2-9b-it__vn__rep8,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 64 64 64,2 2 2 2 2 2 2 4 4 4,vn,0.9,personas_default,full_history,False,neutral,8
crsd_milinski_high_risk__gemma2-9b-it__vn__rep8,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 64 64 64,2 2 2 2 2 2 2 4 4 4,vn,0.9,personas_default,full_history,False,neutral,8
crsd_milinski_high_risk__gemma2-9b-it__vn__rep8,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 62 62 64 64 64,2 2 2 2 2 2 2 4 4 4,vn,0.9,personas_default,full_history,False,neutral,8
crsd_milinski_high_risk__gemma2-9b-it__vn__rep8,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 64 64 64 64,2 2 2 2 2 2 4 4 4 4,vn,0.9,personas_default,full_history,False,neutral,8
crsd_milinski_high_risk__gemma2-9b-it__vn__rep9,baseline,gemma2-9b-it,Player_1,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,9
crsd_milinski_high_risk__gemma2-9b-it__vn__rep9,baseline,gemma2-9b-it,Player_2,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,9
crsd_milinski_high_risk__gemma2-9b-it__vn__rep9,baseline,gemma2-9b-it,Player_3,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,9
crsd_milinski_high_risk__gemma2-9b-it__vn__rep9,baseline,gemma2-9b-it,Player_4,10,E2 62 62 62 62 62 62 62 62 64,2 2 2 2 2 2 2 2 2 4,vn,0.9,personas_default,full_history,False,neutral,9
crsd_milinski_high_risk__gemma2-9b-it__vn__rep9,baseline,gemma2-9b-it,Player_5,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,9
crsd_milinski_high_risk__gemma2-9b-it__vn__rep9,baseline,gemma2-9b-it,Player_6,10,E2 62 62 62 62 62 62 62 64 64,2 2 2 2 2 2 2 2 4 4,vn,0.9,personas_default,full_history,False,neutral,9
