game_id,model,language,risk_probability,persona_set,persona_seats,memory_mode,framing,group_total,target,target_reached,catastrophe,mean_payoff,rep,seed
crsd_milinski_low_risk__openai-gpt-5.6-sol__en__rep3,openai-gpt-5.6-sol,en,0.1,personas_default,NNNNNN,full_history,0,0.0,120.0,0,1,0.0,3,12348
crsd_milinski_low_risk__openai-gpt-5.6-sol__en__rep4,openai-gpt-5.6-sol,en,0.1,personas_default,NNNNNN,full_history,0,4.0,120.0,0,1,0.0,4,12349
crsd_milinski_low_risk__openai-gpt-5.6-sol__en__rep5,openai-gpt-5.6-sol,en,0.1,personas_default,NNNNNN,full_history,0,0.0,120.0,0,0,40.0,5,12350
crsd_milinski_low_risk__openai-gpt-5.6-sol__en__rep6,openai-gpt-5.6-sol,en,0.1,personas_default,NNNNNN,full_history,0,4.0,120.0,0,0,39.333333333333336,6,12351
crsd_milinski_low_risk__openai-gpt-5.6-sol__en__rep7,openai-gpt-5.6-sol,en,0.1,personas_default,NNNNNN,full_history,0,2.0,120.0,0,0,39.666666666666664,7,12352
crsd_milinski_low_risk__openai-gpt-5.6-sol__en__rep8,openai-gpt-5.6-sol,en,0.1,personas_default,NNNNNN,full_history,0,2.0,120.0,0,0,39.666666666666664,8,12353
crsd_milinski_low_risk__openai-gpt-5.6-sol__en__rep9,openai-gpt-5.6-sol,en,0.1,personas_default,NNNNNN,full_history,0,2.0,120.0,0,0,39.666666666666664,9,12354
crsd_milinski_low_risk__openai-gpt-5.6-sol__vn__rep0,openai-gpt-5.6-sol,vn,0.1,personas_default,NNNNNN,full_history,0,114.0,120.0,0,0,21.0,0,12345
crsd_milinski_low_risk__openai-gpt-5.6-sol__vn__rep1,openai-gpt-5.6-sol,vn,0.1,personas_default,NNNNNN,full_history,0,14.0,120.0,0,0,37.666666666666664,1,12346
crsd_milinski_low_risk__openai-gpt-5.6-sol__vn__rep2,openai-gpt-5.6-sol,vn,0.1,personas_default,NNNNNN,full_history,0,114.0,120.0,0,0,21.0,2,12347
crsd_milinski_low_risk__openai-gpt-5.6-sol__vn__rep3,openai-gpt-5.6-sol,vn,0.1,personas_default,NNNNNN,full_history,0,34.0,120.0,0,1,0.0,3,12348
crsd_milinski_low_risk__openai-gpt-5.6-sol__vn__rep4,openai-gpt-5.6-sol,vn,0.1,personas_default,NNNNNN,full_history,0,12.0,120.0,0,1,0.0,4,12349
crsd_milinski_low_risk__openai-gpt-5.6-sol__vn__rep5,openai-gpt-5.6-sol,vn,0.1,personas_default,NNNNNN,full_history,0,18.0,120.0,0,0,37.0,5,12350
crsd_milinski_low_risk__openai-gpt-5.6-sol__vn__rep6,openai-gpt-5.6-sol,vn,0.1,personas_default,NNNNNN,full_history,0,10.0,120.0,0,0,38.333333333333336,6,12351
crsd_milinski_low_risk__openai-gpt-5.6-sol__vn__rep7,openai-gpt-5.6-sol,vn,0.1,personas_default,NNNNNN,full_history,0,114.0,120.0,0,0,21.0,7,12352
crsd_milinski_low_risk__openai-gpt-5.6-sol__vn__rep8,openai-gpt-5.6-sol,vn,0.1,personas_default,NNNNNN,full_history,0,6.0,120.0,0,0,39.0,8,12353
crsd_milinski_low_risk__openai-gpt-5.6-sol__vn__rep9,openai-gpt-5.6-sol,vn,0.1,personas_default,NNNNNN,full_history,0,22.0,120.0,0,0,36.333333333333336,9,12354
